Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
UPC,Universe Pharmaceuticals Inc,21750000,9270002.25,1.34812195,0.7001,52520,15227175,2.95588235,,,,,,Buy
YTEN,"Yield10 Bioscience, Inc.",5088000,4068217.248,1.05586837,2.99,52056,15213104.51779935,-3.23624595,1100,2250,0.97087379,3.88349515,3.21,Buy
BOSC,B.O.S. Better Online Solutions,5701520,4782851.18696,0.29212623,2.65,3512,15109022.91512915,-2.21402214,,,,,,Sell
AIMD,"Ainos, Inc.",20011600,6306675.7516,0.48960446,0.75,3862,15008701.875,-6.25,1800,,,,,Strong Sell
NEPH,"Nephros, Inc.",10461200,9303490.3796,1.72191307,1.43,9314,14959445.93959732,-4.02684564,103,,,,,Neutral
SIF,"SIFCO Industries, Inc.",6098220,4355476.78662,1.49974319,2.45,12848,14940631.18534483,5.60344828,,,,,,Sell
PEGY,Pineapple Energy Inc.,9948840,5647250.10036,0.82584296,1.5,72933,14923253.87323944,5.63380282,6811,7607,-3.52112676,-0.70422535,1.41,Buy
NNVC,"NanoViricides, Inc.",11635000,11124188.595,0.33963413,1.28,8921,14892800,0,176,,,,,Sell
TC,TuanChe Limited,20463903.0625,18118616.988119,0.06244264,0.6,46750,14828967,-3.22580645,1250,2505,-3.22580645,-6.41935484,0.5802,Sell
NVVE,Nuvve Holding Corp.,26842500,16177518.4275,0.82771393,0.55,146412,14763361.58660041,1.23320449,1225,2200,8.54040125,-3.92048592,0.522,Sell
LFLY,"Leafly Holdings, Inc.",40777400,30214055.3074,1.37161334,0.3608,200685,14712489.37120661,-12.40592377,947,7294,-1.60233066,9.27409565,0.4501,Neutral
ATTO,Atento S.A.,15000000,7199475,1.06286535,0.98,19673,14700004.94999495,-1.00010102,100,,,,,Sell
APRE,"Aprea Therapeutics, Inc.",3731570,3143642.48865,0.74887786,3.89,6657,14515807.49746193,-1.26903553,116,,,,,Sell
CUEN,"Cuentas, Inc.",2103590,1393750.38322,33.3578939,6.9,1728069,14514785.73033708,29.21348315,16302,,,,,Buy
HPCO,"Hempacco Co., Inc.",23373213,2869599.479649,1.0274797,0.62,383548,14491372.72727273,-6.06060606,4125,32910,-6.06060606,-4.72727273,0.6288,Neutral
MDVL,"MedAvail Holdings, Inc.",80485200,65162105.68319999,0.11417605,0.18,21894,14487340.73684211,-5.26315789,1305,1600,0,-3.84210526,0.1827,Sell
PRPO,"Precipio, Inc.",23436800,22486367.4496,0.25124422,0.61,15498,14296446.98333334,1.66666667,1380,,,,,Neutral
ZENV,Zenvia Inc.,42681035,9878512.1026,0.40481687,0.79,35879,14279296,0,,,,,,Sell
BNSO,"Bonso Electronics International, Inc.",4857190,1437645.66777,0.11971587,2.93,16778,14231557.14336918,5.01792115,109,,,,,Sell
AEI,Alset Inc.,9235120,3364899.08808,0.1446818,1.5393,18380,14215618.22980645,-0.69032258,,1507,0,0,1.55,Neutral
TBLT,"ToughBuilt Industries, Inc.",14946400,14942738.132,0.91440816,0.9497,261410,14194636.12876152,-2.79426817,2304,4747,-0.71647902,0.30706244,0.98,Sell
GVP,"GSE Systems, Inc.",23524100,18766609.5401,1.41026818,0.5998,112185,14109771.17466667,-0.03333333,262,1300,18.05,5,0.63,Strong Sell
ITRM,Iterum Therapeutics plc,12706000,12480875.092,0.56092726,1.11,26709,14103617.40383749,-0.0090082,,,,,,Buy
MCVT,"Mill City Ventures III, Ltd.",6185260,1333375.05398,0.55483753,2.28,6654,14102380.62711864,-3.38983051,,,,,,Neutral
REBN,"Reborn Coffee, Inc.",13163126,4288493.798296,3.15746069,1.0703,70831,14088443.00322928,15.20990312,3175,,,,,Strong Buy
DOMH,Dominari Holdings Inc.,4840600,4320090.282,1.01973905,2.91,13654,14086138.08163265,-1.02040816,,,,,,Sell
RVSN,Rail Vision Ltd.,15896040,6537500.78664,3.03227887,0.88,60178,13988559.48149697,-8.00752666,998,600,-10.09826469,-10.09826469,0.86,Strong Sell
APDN,"Applied DNA Sciences, Inc.",12908500,12147634.2845,3.03369355,1.08,176186,13941201.39130435,4.34782609,245,244,0.48309179,0.48309179,1.04,Buy
VJET,voxeljet AG,9134724,,0.32666709,2,2589,13912888,1.01010101,,,,,,Buy
EVLO,"Evelo Biosciences, Inc.",110934000,55176020.11799999,0.0208674,0.1252,435628,13888967.8496,0.16,20559,48953,-2.72,0.64,0.1258,Sell
APM,Aptorum Group Limited,3963296,1206821.03872,0.05806744,3.5,110144,13871541.34615385,-3.84615385,2325,11572,-8.79120879,-10.16483516,3.27,Neutral
CLRB,"Cellectar Biosciences, Inc.",9740510,9219821.29744,8.61935832,1.42,281516,13831520.77241379,-2.06896552,142,,,,,Strong Sell
FREQ,"Frequency Therapeutics, Inc.",35286800,32526666.504,0.94835203,0.39,138575,13761865.16883117,1.2987013,605,525,-0.25974026,4.72727273,0.4032,Sell
CYCN,"Cyclerion Therapeutics, Inc.",43524900,37739874.96630001,2.07246053,0.3129,154092,13618938.43746835,5.62025316,657,1177,1.23206751,4.60759494,0.3099,Buy
LSDI,Lucy Scientific Discovery Inc.,10443560,6491111.16952,0.80185983,1.3,82487,13576588.23529412,-4.41176471,10887,878,-8.82352941,-0.73529412,1.35,Buy
MRKR,"Marker Therapeutics, Inc.",8798830,7389864.55327,0.17568506,1.5401,66544,13551076.14634731,-7.77844311,,,,,,Buy
POAI,Predictive Oncology Inc.,3979860,3764151.588,0.46482166,3.39,177767,13491725.02228413,-5.57103064,1499,2180,6.1281337,-2.50696379,3.5,Sell
IBIO,"iBio, Inc.",12369200,11951566.3312,0.83318344,1.09,149157,13482378.5462963,0.92592593,1735,6000,2.77777778,2.77777778,1.11,Sell
ISIG,"Insignia Systems, Inc.",1797660,607569.53148,3.15585531,7.4999,17266,13482262.97947369,6.68421053,10328,,,,,Buy
OLB,"The OLB Group, Inc.",15344100,8769782.2581,1.27281052,0.8775,43642,13464427.77571482,8.61492759,290,,,,,Sell
DXYN,"The Dixie Group, Inc.",14453500,12548586.514,0.33976203,0.93,25046,13441723.02591308,-5.1214038,200,875,-1.64252193,-0.62232198,0.9741,Buy
STRR,"Star Equity Holdings, Inc.",15133200,11617772.7732,0.62586187,0.8866,289742,13417111.80894118,4.30588235,2560,36493,-1.17647059,-5.88235294,0.8,Buy
TPHS,Trinity Place Holdings Inc.,37246000,31180861.36000001,1.35756136,0.36,225793,13408561.18032787,18.03278689,4666,,,,,Buy
AKTX,Akari Therapeutics Plc,74449171.23,73997041.41312,0.44429765,0.1799,275839,13393406,0,,1800,0,4.50250139,0.188,Sell
POLA,"Polar Power, Inc.",12949600,7297837.7272,0.41712956,1.03,17985,13338035.50961539,-0.96153846,1015,,,,,Sell
VBLT,Vascular Biogenics Ltd.,69750100,54500914.6374,0.57151765,0.1908,490566,13308321.73795961,-1.1910927,9066,16616,0.05178664,-0.88037286,0.1914,Buy
IMNN,"Imunon, Inc.",9089790,9038078.18469,1.75921926,1.46,38684,13271092.24460432,5.03597122,122,,,,,Buy
VEEE,Twin Vee PowerCats Co.,9520000,6204545.76,1.1220641,1.39,19783,13232800,-3.1358885,,,,,,Sell
OTRK,"Ontrak, Inc.",29320200,16297193.367,0.4747981,0.45,36909,13194111.11111111,1.01010101,246,2400,-1.2345679,-1.2345679,0.44,Sell
TOMZ,"TOMI Environmental Solutions, Inc.",19824000,14346113.376,0.45466563,0.66,7051,13083810.66666667,4.76190476,222,229,0,0,0.63,Sell
QH,Quhuo Limited - American Depository Shares,5537958.3,,0.01565291,2.01,125578,13075356,-5.18867925,2015,1083,-2.35849057,-5.18867925,2.01,Buy
ARTW,"Art's-Way Manufacturing Co., Inc.",5008570,2412042.16631,0.66590499,2.59,5945,12972200,-1.51716795,,,,,,Neutral
MNPR,Monopar Therapeutics Inc.,13222100,5521681.181,0.32348737,0.981,5432,12970836.15661566,-1.89018902,,,,,,Sell
SNAX,"Stryve Foods, Inc.",32356003,19808570.3516,1.01703838,0.4,52743,12942411.98501873,-0.12484395,300,,,,,Sell
ALIM,"Alimera Sciences, Inc.",7391590,5443891.25182,0.72392805,1.74,8516,12861374.33333333,-3.33333333,,,,,,Strong Sell
CING,Cingulate Inc.,11309412,7658699.878164,2.02199265,1.1,60772,12845178.53897874,-0.05451572,126,425,4.48846084,-1.87170634,1.08,Buy
AIRI,Air Industries Group,3247940,2439605.68456,1.92828889,3.94,7556,12796871.07703657,3.8044051,,,,,,Buy
MGAM,Mobile Global Esports Inc.,20421593,13466590.650397,0.17601293,0.625,27985,12763525.7358987,2.77914817,1300,6957,-1.95691498,-2.15425095,0.595,Sell
XELB,"Xcel Brands, Inc",19624900,10089514.3382,0.54395029,0.6501,4622,12758120.85358615,7.18878813,156,,,,,Buy
GYRO,"Gyrodyne , LLC",,,2.02506918,8.6,1244,12751048,-9.84663445,,,,,,Sell
ASST,Asset Entities Inc.,13661000,2222409.286448,0.53478996,0.93,71123,12704730.96976017,-3.02398332,,3307,1.14702815,-3.61835245,0.9243,Sell
CYTH,"Cyclo Therapeutics, Inc.",10554900,8306790.7392,0.13107344,1.19,48887,12560331.9173364,-2.41102181,148,100,0.86927997,0.86927997,1.23,Neutral
FRZA,"Forza X1, Inc.",10450000,1795644.4,0.67774835,1.2,17198,12540000,-3.22580645,,2682,0,-5.64516129,1.17,Sell
AMTI,Applied Molecular Transport Inc.,39214100,25413873.928,1.13532307,0.317,176305,12430884.01612903,2.25806452,15808,32562,-6.4516129,-3.5483871,0.299,Buy
COHN,Cohen & Company Inc.,1819870,996988.48145,1.14402998,6.8,3846,12375088.02219824,4.82503468,,,,,,Buy
FAMI,"Farmmi, Inc. Ordinary Shares",23907000,23499959.418,0.83712526,0.5172,412739,12364691.79555021,3.66806975,10947,7415,-0.6614552,0.20044097,0.4999,Buy
CREG,Smart Powerr Corp.,7358050,5133762.99135,0.37905572,1.68,34158,12361527.18987342,6.32911392,101,304,10.75949367,13.29113924,1.79,Buy
ANTE,AirNet Technology Inc.,8923687,8918270.321991,1.5053633,1.1553,11171,12225446,-15.67153285,,1150,2.18248175,2.18978102,1.4,Strong Sell
BTTR,Better Choice Company Inc.,30541100,18265135.3961,6.48622968,0.4,135162,12216460.3988604,13.96011396,,500,0,0,0.351,Neutral
NXGL,"NexGel, Inc",5577916,4273849.440444,1.71370074,1.49,8119,12212460.82432432,0.67567568,,142,-5.40540541,-5.40540541,1.4,Sell
DTST,Data Storage Corporation,6822130,4307963.60897,0.3809873,1.7899,5404,12210924.52066667,-0.56111111,,,,,,Buy
NCRA,"Nocera, Inc.",9243590,4309944.00417,0.12784047,1.32,28428,12201533.90322581,6.4516129,,100,-5.64516129,-5.64516129,1.17,Buy
FUV,"Arcimoto, Inc.",7338250,6902754.2155,1.32566702,1.66,85008,12181493.49090909,0.60606061,10256,5955,1.75757576,-1.8,1.6203,Buy
APVO,Aptevo Therapeutics Inc.,7239470,6820905.56301,0.58041937,1.68,46304,12162311.28994083,-0.59171598,112,,,,,Strong Sell
STKH,Steakholder Foods Ltd.,14647167.7,,0.37371969,0.7759,103890,12147876,3.45333333,586,1300,5,3.98666667,0.7799,Buy
SGLY,Singularity Future Technology Ltd.,21944300,21260296.169,0.10267264,0.5519,1892,12111077.56666667,2.2037037,,,,,,Sell
AEY,"ADDvantage Technologies Group, Inc.",14132000,8539147.944,1.12479378,0.85,27749,12012228.39205169,3.6206266,145,,,,,Sell
PETZ,"TDH Holdings, Inc.",10323300,6241591.0596,0.09197596,1.15,31268,11871758.23770492,-5.73770492,1975,,,,,Strong Sell
WTER,The Alkaline Water Company Inc.,10138700,9467578.8922,0.35655278,1.17,30795,11862294.12931035,0.86206897,4618,,,,,Sell
BPTH,"Bio-Path Holdings, Inc.",7960160,7926162.15664,0.23994612,1.49,6056,11860644.27891157,1.36054422,134,,,,,Neutral
SGBX,Safe & Green Holdings Corp.,12050200,7564416.6484,2.71221521,0.828,50582,11852654.4,1.59509202,154,,,,,Sell
VISL,"Vislink Technologies, Inc.",2380970,2217809.26881,1.11532143,4.95,35438,11785782.23849373,3.55648536,1456,,,,,Sell
ADD,"Color Star Technology Co., Ltd.",9569700,8678406.8511,0.29153574,1.2233,31138,11706614.92291045,-8.70895522,1100,,,,,Strong Sell
ANPC,"AnPac Bio-Medical Science Co., Ltd.",1860706.15,,0.51967744,5.8,14977,11705933,1.04529617,,,,,,Buy
SBFM,Sunshine Biopharma Inc.,22139900,18107250.0544,0.2828917,0.5265,49800,11656668.12288726,4.69278187,1000,5320,0,3.40027839,0.52,Sell
ADMP,Adamis Pharmaceuticals Corporation,166483000,165080047.759,1.47424853,0.07,1435109,11653827.42616034,-1.54711674,90709,72070,0.14064698,0.28129395,0.0713,Sell
WETG,WeTrade Group Inc.,195058000,62156402.048,0.42243212,0.0595,11333057,11605920.76547231,-3.09446254,4079104,755923,-3.58306189,0.3257329,0.0616,Sell
TTNP,"Titan Pharmaceuticals, Inc.",15016300,11058934.3306,1.76277831,0.771557,17268,11585927.67127482,-0.1931311,300,,,,,Sell
IMTE,Integrated Media Technology Limited,20687800,18014874.1766,2.69645793,0.555,1173303,11481732.53125951,19.79304941,2319,28546,0.00021584,5.67689548,0.4896,Buy
PSTV,"PLUS THERAPEUTICS, Inc.",2493330,2484770.39811,0.99821032,4.6,46796,11469331.87648456,9.26365796,236,200,4.75059382,4.98812352,4.42,Buy
SQFT,"Presidio Property Trust, Inc.",13075200,11329255.4688,1.11689197,0.8756,19986,11448643.64723264,-0.4886919,176,,,,,Strong Sell
CLVR,Clever Leaves Holdings Inc.,44577500,38642540.805,0.36227231,0.2547,99353,11353885.70330487,-5.42146305,,800,0.25993316,3.97326402,0.28,Strong Sell
MSN,Emerson Radio Corporation,21042700,5799389.1627,0.12920301,0.539,1567,11341990.18408331,0.22313128,100,,,,,Neutral
NFTG,"The NFT Gaming Company, Inc.",12104601,9397830.647385,0.64433375,0.9365,52594,11335933.9893617,-0.37234043,,1000,-2.12765957,-2.12765957,0.92,Sell
CNET,ZW Data Action Technologies Inc.,7174510,5888844.98251,0.3638267,1.57,73715,11263973.88679245,-1.25786164,,250,-1.25786164,-1.25786164,1.57,Sell
NSPR,InspireMD Inc.,8326650,7866078.00855,0.22094319,1.35,11758,11240975.89830509,-8.47457627,,,,,,Buy
SISI,"Shineco, Inc.",20664800,16923995.9096,0.5359217,0.54,46324,11159017.57894737,-5.26315789,,,,,,Sell
GTBP,"GT Biopharma, Inc.",37361500,35024426.0905,0.33272174,0.298,91088,11133725.01333333,-0.66666667,1050,900,3.33333333,3,0.309,Sell
YOSH,Yoshiharu Global Co.,12940000,4695094.56,0.2448204,0.8586,13244,11110300.57929037,3.62056481,2600,100,3.18609703,3.18609703,0.855,Sell
ATNX,"Athenex, Inc.",8663210,7605665.96567,0.39975938,1.28,24190,11088907.76923651,-4.47048287,113,,,,,Sell
MYO,Myomo Inc.,20922900,17986622.0598,0.32462608,0.5298,101199,11084961.58961539,1.88461538,2545,100,3.84615385,3.84615385,0.54,Sell
QTEK,QualTek Services Inc.,27805700,14956157.7217,0.59766366,0.2165,137008,11065284.66370855,1.12097151,1066,14149,-0.09341429,-0.09341429,0.2139,Sell
CLWT,Euro Tech Holdings Company Limited,7732130,3132278.13087,0.401414,1.43,17669,11056948.72108844,-2.72108844,502,3377,3.39455782,2.72108844,1.51,Buy
TOVX,"Theriva Biologics, Inc.",15124100,14838375.5028,0.26843079,0.7256,5774,10974018.0749658,-0.73871409,,,,,,Neutral
VVPR,VivoPower International PLC,23669800,13533657.8762,0.6423091,0.4627,477188,10951999.77245902,-24.14754098,22095,51168,-1.63934426,-7.37704918,0.565,Buy
GIPR,Generation Income Properties Inc.,2610890,1969255.94983,1.32810909,4.1883,13694,10935169.39912941,-1.45176471,,100,3.76470588,3.76470588,4.41,Strong Sell
JUPW,"Jupiter Wellness, Inc.",26654700,14916529.8687,3.33630047,0.41,390922,10928417.67726162,0.24449878,536,57005,-4.98777506,0.2200489,0.4099,Sell
OIG,"Orbital Infrastructure Group, Inc.",4636600,3517760.6004,1.42766725,2.35,70828,10896019.65753425,7.30593607,908,400,-5.93607306,-2.28310502,2.14,Neutral
AUVI,"Applied UV, Inc.",19237300,10483655.1945,0.21988522,0.5632,28904,10834432.64576577,1.47747748,,655,0,0,0.555,Sell
AGLE,"Aeglea BioTherapeutics, Inc.",65395200,53968892.8896,1.06208768,0.1634,677613,10685568.85443038,3.41772152,3726,57191,2.15189873,0,0.158,Sell
PULM,"Pulmatrix, Inc.",3652290,3650014.62333,0.74618115,2.9218,11455,10671246.59066356,-2.5741914,,,,,,Sell
MITQ,"Moving iMage Technologies, Inc.",10958400,7771434.2784,0.10972004,0.97,28670,10629647.01251394,1.01125807,1579,2051,5.17667077,4.1353176,1,Neutral
BAOS,Baosheng Media Group Holdings Limited,1524470,488248.10478,0.06396389,6.95,48406,10595057.37373737,-12.24747475,1405,3260,-4.16666667,-4.04040404,7.6,Neutral
NMTR,"9 Meters Biopharma, Inc.",14336400,14092982.2644,0.89406474,0.7385,146804,10587398.95153451,2.55520067,357,3930,-0.38883488,-2.79127899,0.7,Sell
LIPO,Lipella Pharmaceuticals Inc.,5743945,3071695.211595,0.15270366,1.84,7855,10568901.58730159,-2.64550265,,953,0,0,1.89,Strong Sell
FEMY,Femasys Inc.,13190600,10696771.9734,0.67809956,0.8001,17912,10553778.54570895,6.62313433,,,,,,Sell
MRIN,Marin Software Incorporated,17248100,16508363.4872,2.68176385,0.6077,263608,10481658.33880644,-4.05746763,360,3842,0.25260499,2.62077676,0.65,Strong Sell
SCKT,"Socket Mobile, Inc.",7124000,5457824.632,0.92305688,1.47,9211,10472279.02649007,-2.64900662,,,,,,Strong Sell
WAVD,"WaveDancer, Inc.",19340500,13416601.5525,2.6715969,0.54,101440,10443896.57289228,7.97818841,229,675,1.15956577,1.15956577,0.5059,Buy
HCTI,"Healthcare Triangle, Inc.",41709531,14733766.697157,1.1723438,0.25,103155,10427382.82870178,3.69141435,26496,1586,19.45250933,3.69141435,0.25,Sell
RETO,"ReTo Eco-Solutions, Inc.",43398900,37249536.26340001,0.27385934,0.2401,131593,10420072.90196079,-3.92156863,34023,,,,,Sell
AGRI,AgriFORCE Growing Systems Ltd.,18156200,13198123.0602,1.08062442,0.57,58584,10349007.46551724,-1.72413793,596,365,-1.72413793,5.17241379,0.61,Sell
LXEH,"Lixiang Education Holding Co., Ltd.",13333400,,0.06179942,0.6501,258849,10266718,-15.57142857,6063,26585,-5.76623377,-6.49350649,0.72,Strong Sell
FORD,"Forward Industries, Inc.",10061200,6838295.804,0.55376327,1.02,10608,10262408,0,166,,,,,Sell
VVOS,"Vivos Therapeutics, Inc.",29678800,24649578.946,0.88466638,0.344,100347,10209501.80392157,3.77073906,15722,14253,7.02865762,1.11613876,0.3352,Neutral
NDRA,ENDRA Life Sciences Inc.,6919100,6191916.4282,0.24515945,1.45,29217,10032699.25401204,-9.10230692,105,,,,,Sell
FOXO,FOXO Technologies Inc.,29558800,16519969.938,0.36090436,0.3659,184475,10032270.91012987,-4.96103896,25800,23099,-1.2987013,-5.11688312,0.3653,Sell
AUID,authID Inc.,25031000,18463040.817,0.16190959,0.4,2779,10012385.48559783,3.19518079,1279,,,,,Buy
ELOX,"Eloxx Pharmaceuticals, Inc.",2166360,1462039.53588,0.93033504,4.56,31455,9878582.61478599,-11.28404669,327,,,,,Strong Sell
APGN,"Apexigen, Inc.",24652500,23668076.37,0.14354027,0.4,22108,9861018.60465116,-6.97674419,2000,,,,,Sell
TAOP,Taoping Inc.,15600800,11103869.4,0.14971877,0.63,18250,9828497.53934136,2.1221965,532,,,,,Sell
OCG,Oriental Culture Holding LTD,21227000,13707547.52,0.17932487,0.463,14799,9828097.14166667,-3.54166667,449,,,,,Strong Sell
BLIN,"Bridgeline Digital, Inc.",10417600,8913840.2752,0.68122138,0.94,18419,9792553.19565217,2.17391304,157,,,,,Buy
SOFO,"Sonic Foundry, Inc.",12075500,4482981.073,0.17407325,0.8099,1011,9779955.79587807,-0.04936443,113,,,,,Strong Sell
XCUR,"Exicure, Inc.",8366720,3393315.73056,8.62275339,1.1659,93794,9754752.80259259,7.9537037,490,,,,,Buy
EZFL,"EzFill Holdings, Inc.",3125000,1325315.625,0.26199703,2.91,272433,9750178.92936803,8.17843866,7014,32946,-6.69144981,-0.74349442,2.67,Buy
ADIL,"Adial Pharmaceuticals, Inc",28516600,24213986.8754,0.97850248,0.338,149933,9638599.18125,5.625,1150,,,,,Buy
CNTX,Context Therapeutics Inc.,15966100,13585889.7781,1.35048666,0.600401,103966,9586034.12274711,-0.76016529,,200,-0.82644628,-0.82644628,0.6,Buy
LMFA,"LM Funding America, Inc.",13091900,8053665.5716,0.31736352,0.73,32629,9557074.52688904,-0.61266167,500,8053,-3.59428182,-1.97413206,0.72,Strong Sell
LEDS,SemiLEDS Corporation,4891720,3177661.312,0.22608447,1.94,3321,9489939.8808933,-3.72208437,,,,,,Sell
GWAV,"Greenwave Technology Solutions, Inc.",11250800,11250800,0.55483171,0.84,21079,9450683.13253012,1.20481928,131,,,,,Sell
JVA,"Coffee Holding Co., Inc.",5708600,5015513.1654,0.17499327,1.65,2599,9419188,0,,100,1.21212121,1.21212121,1.67,Neutral
MF,Missfresh Limited,6896953.58888889,6634407.25662089,0.92504471,0.54,349678,9417821,-20.9369267,4381,5319,-0.43909288,-0.43909288,0.68,Strong Sell
AMST,Amesite Inc.,2533360,1736717.08104,0.48366795,3.69,87110,9348093.8856383,-1.86170213,6121,883,9.04255319,2.92553191,3.87,Sell
LIXT,"Lixte Biotechnology Holdings, Inc.",16659100,8019940.6265,0.18876708,0.5604,11394,9335755.85993366,3.28050129,106,,,,,Sell
KTTA,Pasithea Therapeutics Corp.,26043406,18315546.13762,0.14842178,0.3565,11250,9314182.47813822,0.56417489,256,,,,,Sell
PALI,"Palisade Bio, Inc.",5781920,3344031.2512,1.80621596,1.61,516199,9308889.06626506,-3.01204819,1279,6704,3.01204819,-1.80722892,1.63,Sell
BTB,Bit Brother Limited,11348100,10365185.3247,0.22608195,0.8202,46067,9307741.68936273,-0.62999758,1200,1284,-0.65422825,1.35691786,0.8366,Sell
WAFU,Wah Fu Education Group Limited,4440090,1240086.05637,0.03371823,2.08,43130,9235376.99149079,-0.00480746,100,1197,-0.96149224,-0.9662997,2.06,Sell
BLBX,Blackboxstocks Inc.,3145790,2814503.70931,0.13188212,2.93,11608,9217152.84280936,-2.00668896,2000,300,-4.34782609,-4.34782609,2.86,Sell
UTME,UTime Limited,8267790,3749996.70693,0.03243396,1.11,42797,9177249.31304348,-3.47826087,,1236,-2.60869565,-0.86956522,1.14,Neutral
STSS,Sharps Technology Inc.,9407415,5670545.16921,75.15515056,0.973401,7801285,9157190.54757282,21.16019417,3373902,,,,,Neutral
CFMS,"Conformis, Inc.",7495680,7215506.47296,0.89851361,1.22,109335,9144724.86567164,-8.95522388,6789,2498,-2.23880597,-6.71641791,1.25,Strong Sell
KBNT,"Kubient, Inc.",14515900,9001135.3992,0.54654752,0.6299,5046,9143591.37925587,-0.48187061,172,,,,,Sell
JWEL,Jowell Global Ltd.,31488200,25963122.987,1.98798972,0.29,732576,9131582.75409836,-4.91803279,4100,,,,,Strong Sell
NEXI,"NexImmune, Inc.",26078500,15829362.6365,0.10195242,0.35,11946,9127457.62962963,3.7037037,311,1000,-0.74074074,-0.74074074,0.335,Sell
GLMD,Galmed Pharmaceuticals Ltd.,25203400,21716383.593,0.3243926,0.3606,367703,9088344.66038259,-0.02772387,6314,13007,-11.28361519,2.57831993,0.37,Buy
PTIX,"Protagenic Therapeutics, Inc.",4321440,3480427.27584,3.42473047,2.0995,10292,9072874.04666667,7.66666667,,,,,,Strong Buy
DGLY,"Digital Ally, Inc.",2755220,2545274.99122,0.68056909,3.28,5659,9037135.75683891,-0.30395137,301,,,,,Sell
SRGA,"Surgalign Holdings, Inc.",8408120,6971844.9416,0.45087067,1.07,56121,8996692.06306306,-3.6036036,589,,,,,Sell
CHEK,Check-Cap Ltd.,5846990,5840102.24578,4.58792925,1.53,76367,8945892.27799228,9.3951094,100,,,,,Buy
MBOT,Microbot Medical Inc.,8130630,7111000.21422,1.40007908,1.1,98797,8943689.78165939,-3.930131,203,500,3.930131,3.930131,1.19,Strong Sell
CELZ,"Creative Medical Technology Holdings, Inc.",14076200,13001073.9202,0.82898155,0.6353,199493,8942634.23091248,-1.41216636,1600,20857,-1.92427064,-4.56238361,0.615,Sell
PHGE,BiomX Inc.,33181800.00000001,23591496.6186,0.57899473,0.2683,48324,8902669.8635402,-5.39492243,3136,,,,,Sell
LABP,"Landos Biopharma, Inc.",31168500,27685794.147,0.43039656,0.2852,13610,8889241.94,1.85714286,304,,,,,Sell
NCPL,Netcapital Inc.,6071780,4086587.24188,0.14197321,1.46,76063,8864794.52229299,-7.00636943,1250,,,,,Buy
JCSE,JE Cleantech Holdings Limited,15020000,4490003.7,1.48664151,0.59,181038,8861826.87280604,-25.31182314,5741,70734,-8.8551062,-21.51411923,0.62,Neutral
ASTI,"Ascent Solar Technologies, Inc",36928900,8550037.4303,0.36109031,0.239799,152641,8855517.58966108,-2.08289098,6200,11214,-2.00081666,-6.08411597,0.23,Sell
WINT,"Windtree Therapeutics, Inc.",772202,172889.850184,0.99150219,1.72,1008081,8854421.35757576,4.24242424,17902,15214,-3.03030303,-3.63636364,1.59,Sell
ONCR,"Oncorus, Inc.",26095400,16707397.1822,1.03845616,0.338,35634,8820233.2456964,5.79029734,310,,,,,Buy
TMPO,"Tempo Automation Holdings, Inc.",27141000,5579999.613,0.13886405,0.321099,128903,8714960.4183868,-1.89459212,23865,8432,6.93553315,6.29391995,0.3479,Sell
WNW,Meiwu Technology Company Limited,48945300,32695019.8923,0.28349137,0.1778,384883,8702476.63763726,-3.82430897,21957,300,0.17850381,0.17850381,0.1852,Strong Sell
EFOI,"Energy Focus, Inc.",18133100,11353079.5107,0.32741069,0.4501,13437,8661548.23182796,-3.20430108,,,,,,Sell
VRPX,"Virpax Pharmaceuticals, Inc.",11714300,8696438.6054,0.91806739,0.7359,14960,8620540.94571429,-4.42857143,,,,,,Neutral
PTPI,"Petros Pharmaceuticals, Inc.",2088700,1410820.7698,0.06355499,4.06,130556,8480113.92039801,0.99502488,920,1837,0.24875622,2.73631841,4.13,Buy
PT,Pintec Technology Holdings Limited,7222545.65714286,,0.79280796,1,73729,8417622,3.09278351,,,,,,Buy
SBET,SharpLink Gaming Ltd.,2688020,984739.99888,0.47446505,3.11,25770,8359758.266014,-6.60380192,409,,,,,Sell
SIDU,"Sidus Space, Inc.",18022736,7678063.215968,0.4420807,0.2362,543051,8331420.51483494,-1.29544505,66215,109007,0.04178855,0.2507313,0.2399,Sell
LCFY,Locafy Limited,1026440.15,749881.248185,1.29529209,8.1,1051,8314170.26860142,4.1988268,,,,,,Buy
AEMD,"Aethlon Medical, Inc.",22969300,22389417.0522,0.52044558,0.36,273293,8268965.61443067,1.46561443,20625,6086,3.12852311,3.12852311,0.3659,Sell
CNEY,CN Energy Group Inc.,33597600,22253810.2864,0.76048699,0.194,595087,8228929.00544285,-4.00791687,400,1930,3.80999505,3.80999505,0.2098,Sell
NXTP,"NextPlay Technologies, Inc.",5939890,4410243.58731,0.28187387,1.38,11236,8197053.88235294,1.47058824,330,,,,,Sell
NURO,"NeuroMetrix, Inc.",7791540,7656278.8656,0.41046878,1.04,28348,8103199.24528302,-1.88679245,270,,,,,Sell
ATXI,"Avenue Therapeutics, Inc.",7920490,6955996.09172,0.2370799,1.015,53849,8039292.57352941,-0.49019608,5820,240,-2.62745098,-2.94117647,0.99,Sell
